#Wave		#Intensity
3498.840820	480.730682
3497.341797	453.398193
3495.842773	437.178925
3494.342773	480.420044
3492.841797	441.715088
3491.340820	452.812317
3489.839844	438.219147
3488.337891	414.007233
3486.835938	434.727448
3485.333008	473.074219
3483.829102	429.636871
3482.325195	464.755127
3480.821289	453.390137
3479.316406	434.024597
3477.811523	485.117645
3476.305664	499.365356
3474.798828	428.803131
3473.292969	423.865784
3471.785156	399.743866
3470.277344	437.977356
3468.769531	441.031311
3467.260742	428.109039
3465.751953	467.892883
3464.242188	400.692993
3462.731445	588.875610
3461.220703	445.103027
3459.709961	448.148376
3458.198242	428.871216
3456.686523	465.389465
3455.173828	428.592987
3453.660156	431.639435
3452.147461	375.770660
3450.632812	428.175842
3449.118164	418.489532
3447.603516	443.804840
3446.087891	405.496338
3444.571289	476.899597
3443.055664	422.713593
3441.538086	405.101318
3440.020508	365.266754
3438.502930	431.827271
3436.984375	509.454041
3435.464844	423.613739
3433.945312	440.922577
3432.425781	442.364746
3430.905273	401.010315
3429.383789	495.950195
3427.862305	381.741577
3426.340820	411.703369
3424.818359	395.739807
3423.294922	439.919434
3421.771484	409.719574
3420.248047	428.563141
3418.723633	441.070770
3417.198242	436.185974
3415.672852	342.831604
3414.147461	383.783142
3412.621094	378.921570
3411.093750	408.786285
3409.566406	384.985870
3408.038086	443.220337
3406.509766	455.690094
3404.981445	444.507629
3403.451172	401.817322
3401.921875	378.057648
3400.391602	401.555206
3398.860352	484.857452
3397.329102	407.587982
3395.796875	420.040436
3394.264648	382.159210
3392.731445	421.338379
3391.198242	469.921783
3389.664062	405.351929
3388.129883	416.213867
3386.594727	485.162537
3385.059570	362.575806
3383.523438	448.756683
3381.987305	481.549927
3380.450195	359.084320
3378.913086	445.181702
3377.375000	419.963654
3375.835938	473.087860
3374.297852	455.707092
3372.757812	388.241882
3371.217773	388.114868
3369.677734	417.712738
3368.136719	447.291168
3366.594727	378.353271
3365.052734	457.938904
3363.510742	418.728455
3361.967773	381.105530
3360.423828	426.261200
3358.879883	401.147430
3357.335938	404.136719
3355.791016	447.680450
3354.245117	421.024750
3352.699219	392.827637
3351.152344	444.123718
3349.605469	425.284271
3348.057617	384.654816
3346.509766	421.891754
3344.960938	396.852814
3343.412109	404.501465
3341.862305	385.705566
3340.312500	430.666840
3338.761719	419.645782
3337.210938	385.325897
3335.659180	424.029938
3334.107422	465.813965
3332.554688	409.781647
3331.001953	355.337769
3329.448242	404.858887
3327.893555	441.942047
3326.338867	398.392212
3324.784180	444.750885
3323.228516	390.384583
3321.671875	410.388519
3320.115234	414.897919
3318.557617	397.737671
3317.000000	414.625031
3315.442383	380.463440
3313.882812	423.628784
3312.324219	445.127502
3310.763672	403.264008
3309.204102	432.477997
3307.642578	398.366364
3306.082031	433.736755
3304.519531	413.534424
3302.957031	453.503967
3301.394531	456.438629
3299.831055	388.461578
3298.267578	459.219849
3296.703125	471.392487
3295.137695	384.997620
3293.572266	441.831543
3292.006836	347.808350
3290.439453	373.847595
3288.873047	406.021423
3287.305664	385.900604
